id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Arrival Delay in Minutes_width_bin,Departure Delay in Minutes_width_bin,Arrival Delay in Minutes_depth_bin,Departure Delay in Minutes_depth_bin,flight_distance_minmax,flight_distance_zscore
104870,Female,Loyal Customer,55,Business travel,Eco,327,3,2,2,2,2,3,2,3,3,3,3,1,3,2,73,76.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.06001622060016221,-0.8619748669493978
84873,Male,Loyal Customer,41,Personal Travel,Eco,481,3,4,3,4,2,3,2,2,3,5,3,1,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.09124087591240876,-0.7073581497620425
41586,Female,Loyal Customer,7,Personal Travel,Eco,1211,2,3,2,3,2,2,2,2,1,2,3,3,3,2,88,78.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.23925385239253852,0.02556524989230416
64971,Female,disloyal Customer,30,Business travel,Eco,190,2,1,2,4,4,2,4,4,1,4,4,2,4,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.03223844282238443,-0.9995235049667204
33282,Male,Loyal Customer,7,Personal Travel,Eco Plus,201,3,2,0,3,3,0,5,3,4,1,4,1,4,3,6,6.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.03446877534468775,-0.9884794537390522
76364,Female,disloyal Customer,24,Business travel,Eco,931,4,4,4,1,1,4,1,1,3,2,5,5,5,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.18248175182481752,-0.2555560540847055
97478,Female,Loyal Customer,46,Business travel,Eco,756,4,5,5,5,1,3,2,3,3,4,3,1,3,2,22,32.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.1469991889699919,-0.43125686907033656
65442,Female,disloyal Customer,50,Business travel,Business,1303,4,4,4,4,5,4,5,5,2,4,4,3,4,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.25790754257907544,0.11793367834189306
14752,Female,disloyal Customer,12,Business travel,Eco,533,3,3,4,3,1,4,1,1,4,1,4,3,3,1,4,15.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.10178426601784266,-0.6551499075948836
81535,Female,Loyal Customer,36,Business travel,Business,3499,2,2,2,2,4,3,3,2,2,3,2,4,2,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.7031630170316302,2.3227279052472976
106290,Female,Loyal Customer,24,Personal Travel,Eco,689,2,4,2,3,5,2,5,5,3,5,4,3,5,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.13341443633414438,-0.49852518109340677
42566,Male,Loyal Customer,10,Personal Travel,Eco,563,1,3,1,2,5,1,5,5,4,4,2,5,4,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.10786699107866991,-0.6250297678830611
31447,Female,disloyal Customer,21,Business travel,Eco,862,1,1,1,4,3,1,3,3,3,3,4,3,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.16849148418491483,-0.3248323754218972
81377,Female,Loyal Customer,50,Personal Travel,Business,874,1,2,1,4,4,4,4,3,3,1,3,3,3,3,16,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.17092457420924576,-0.3127843195371682
50869,Male,Loyal Customer,48,Personal Travel,Eco,363,2,5,5,3,1,5,1,1,5,2,4,5,4,1,8,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.06731549067315491,-0.8258306992952109
19866,Female,Loyal Customer,24,Business travel,Eco Plus,693,2,4,4,4,2,3,1,2,3,5,3,1,3,2,53,42.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.13422546634225466,-0.49450916246516374
8954,Female,Loyal Customer,51,Personal Travel,Eco Plus,328,3,2,3,3,5,4,3,4,4,3,4,4,4,2,10,11.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.060218978102189784,-0.8609708622923371
6835,Female,Loyal Customer,31,Personal Travel,Eco,223,3,4,3,3,1,3,1,1,5,3,5,4,5,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.038929440389294405,-0.9663913512837157
33175,Male,Loyal Customer,27,Personal Travel,Eco,216,3,0,3,2,4,3,4,4,4,2,3,4,4,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.03751013787510138,-0.973419383883141
6288,Male,Loyal Customer,62,Personal Travel,Eco,585,3,5,3,2,3,3,3,3,3,5,4,3,4,3,39,32.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.11232765612327657,-0.6029416654277246
33886,Male,Loyal Customer,10,Personal Travel,Eco,994,1,5,1,2,2,1,2,2,3,5,5,4,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.19525547445255476,-0.19230376068987834
5081,Male,disloyal Customer,37,Business travel,Business,224,1,1,1,2,3,1,3,3,2,2,2,2,3,3,0,14.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.03913219789132198,-0.9653873466266549
94296,Male,disloyal Customer,37,Business travel,Business,187,2,2,2,1,5,2,5,5,4,5,5,4,5,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.031630170316301706,-1.0025355189379026
47865,Male,Loyal Customer,22,Business travel,Business,2042,2,1,1,1,2,2,2,2,1,1,3,4,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.4077453365774534,0.8598931199097865
30149,Male,disloyal Customer,58,Personal Travel,Eco,253,3,4,3,5,2,3,2,2,1,5,5,1,4,2,2,53.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(-0.001, 2.0]",0.045012165450121655,-0.9362712115718932
15018,Male,Loyal Customer,29,Personal Travel,Eco,557,1,1,1,4,1,1,1,1,4,4,3,4,3,1,0,2.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.10665044606650446,-0.6310537958254255
45860,Female,Loyal Customer,63,Personal Travel,Eco Plus,391,1,4,1,1,3,5,5,4,4,1,4,4,4,5,40,63.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.072992700729927,-0.7977185688975099
73847,Male,Loyal Customer,51,Business travel,Business,1709,2,5,2,5,2,2,2,2,2,2,2,2,2,3,1,2.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.3402270884022709,0.5255595691085571
77141,Female,Loyal Customer,54,Personal Travel,Eco,2105,3,5,3,3,4,5,5,3,3,3,3,5,3,4,4,16.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.4205190592051906,0.9231454133046136
19554,Female,disloyal Customer,16,Business travel,Eco,173,2,4,2,3,2,2,2,2,2,1,3,4,3,2,105,97.0,neutral or dissatisfied,"(-0.001, 101.1]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.02879156528791565,-1.0165915841367532
16273,Male,Loyal Customer,16,Personal Travel,Eco,748,3,3,2,2,3,2,3,3,3,4,2,3,2,3,32,60.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.14537712895377128,-0.43928890632682255
22167,Female,disloyal Customer,34,Business travel,Eco,773,2,2,2,3,4,2,4,4,4,1,3,5,1,4,3,10.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.15044606650446066,-0.41418878990030383
101732,Female,Loyal Customer,44,Personal Travel,Eco,1216,1,3,1,3,1,2,3,5,5,1,5,1,5,1,23,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(19.0, 1017.0]",0.2402676399026764,0.030585273177607904
87309,Male,Loyal Customer,13,Personal Travel,Eco,577,3,5,3,4,4,3,4,4,5,2,4,5,4,4,32,21.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.11070559610705596,-0.6109737026842106
35419,Female,disloyal Customer,25,Business travel,Eco,1118,2,2,2,1,4,2,4,4,3,2,5,4,3,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.22039740470397404,-0.06780718321434548
25649,Female,Loyal Customer,18,Personal Travel,Eco,526,3,4,3,3,5,3,5,5,4,4,5,5,5,5,4,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.10036496350364964,-0.6621779401943088
31478,Male,disloyal Customer,46,Business travel,Eco,862,3,3,3,3,3,3,5,3,1,1,5,4,3,3,1,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.16849148418491483,-0.3248323754218972
62630,Female,Loyal Customer,14,Personal Travel,Eco,1846,1,4,1,1,5,1,5,5,5,2,4,4,5,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.3680048661800487,0.6631082071258797
76582,Female,Loyal Customer,49,Business travel,Business,2380,1,3,2,3,3,4,3,1,1,1,1,3,1,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.4762773722627737,1.1992466939963196
47089,Female,Loyal Customer,59,Personal Travel,Eco,438,2,4,2,3,5,5,4,5,5,2,5,4,5,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.08252230332522303,-0.7505303500156547
12306,Male,Loyal Customer,56,Business travel,Eco,285,4,4,4,4,4,4,4,4,1,3,4,1,3,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.05150040551500405,-0.9041430625459492
9610,Male,Loyal Customer,50,Personal Travel,Eco,229,2,5,2,2,5,2,5,5,5,4,5,4,5,5,19,37.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.040145985401459854,-0.9603673233413512
109052,Female,disloyal Customer,39,Business travel,Business,816,4,4,4,4,5,4,5,5,2,1,3,1,4,5,14,1.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.15916463909164638,-0.37101658964669165
96449,Female,disloyal Customer,21,Business travel,Eco,302,3,5,4,3,5,4,5,5,3,5,5,5,5,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.05494728304947283,-0.8870749833759165
57693,Male,Loyal Customer,34,Business travel,Eco,867,1,0,0,3,5,0,5,5,3,3,3,1,4,5,1,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.16950527169505272,-0.3198123521365934
79425,Male,Loyal Customer,43,Personal Travel,Eco,502,1,4,1,3,4,1,4,4,4,2,5,4,4,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.09549878345498783,-0.6862740519637668
85674,Male,Loyal Customer,57,Personal Travel,Eco,903,3,4,3,2,5,3,5,5,4,5,4,4,4,5,60,51.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.17680454176804541,-0.2836681844824065
86504,Male,Loyal Customer,15,Personal Travel,Eco,853,2,4,2,3,4,2,4,4,3,4,5,5,5,4,84,71.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.16666666666666666,-0.3338684173354439
98477,Female,disloyal Customer,34,Business travel,Business,668,2,2,2,3,2,5,5,4,2,5,4,5,4,5,150,160.0,neutral or dissatisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.12915652879156528,-0.5196092788916825
86497,Female,Loyal Customer,29,Personal Travel,Eco,762,1,4,1,3,3,1,3,3,3,2,5,5,5,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.14821573398215734,-0.42523284112797205
50105,Female,Loyal Customer,66,Business travel,Eco,134,2,4,4,4,3,3,3,2,2,2,2,3,2,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.020884022708840228,-1.0557477657621224
3730,Female,Loyal Customer,10,Personal Travel,Eco,431,4,4,4,1,4,4,3,4,4,5,5,3,5,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.08110300081103,-0.7575583826150799
92492,Female,disloyal Customer,54,Business travel,Eco,639,1,2,1,1,2,1,2,2,1,4,1,2,2,2,5,13.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.12327656123276562,-0.5487254139464441
91565,Female,Loyal Customer,16,Personal Travel,Eco,680,1,5,1,4,5,1,5,5,3,2,5,3,4,5,0,3.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.13158961881589618,-0.5075612230069535
78354,Female,Loyal Customer,11,Business travel,Eco Plus,1547,1,5,5,5,1,1,1,1,2,3,3,4,3,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.3073803730738037,0.36291081466471575
119525,Male,Loyal Customer,59,Business travel,Business,359,2,2,2,2,1,2,1,2,2,3,2,2,2,4,6,49.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.0665044606650446,-0.8298467179234539
11726,Male,disloyal Customer,27,Business travel,Business,395,1,2,2,2,3,2,3,3,5,5,5,3,5,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.07380373073803731,-0.793702550269267
87703,Female,Loyal Customer,52,Personal Travel,Eco,606,3,1,3,3,3,3,4,2,2,3,2,3,2,1,69,57.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.11658556366585564,-0.5818575676294488
72959,Female,Loyal Customer,40,Business travel,Business,3212,1,4,4,4,3,4,3,1,1,1,1,3,1,1,37,11.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.6449716139497161,2.0345785686708626
90738,Male,Loyal Customer,46,Business travel,Eco,545,1,3,3,3,1,1,1,1,4,3,4,1,3,1,19,25.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.10421735604217357,-0.6431018517101545
126117,Female,disloyal Customer,39,Business travel,Business,328,2,2,2,3,2,2,2,2,3,3,4,3,4,2,16,21.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.060218978102189784,-0.8609708622923371
35502,Female,Loyal Customer,30,Personal Travel,Eco,1056,3,4,3,2,5,3,5,5,2,4,2,2,4,5,0,9.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.20782643957826438,-0.13005547195211192
100551,Male,Loyal Customer,46,Personal Travel,Eco Plus,759,3,5,2,1,2,2,2,2,3,5,4,3,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.14760746147607462,-0.42824485509915433
100722,Male,disloyal Customer,32,Business travel,Eco,328,2,2,2,3,4,2,1,4,2,1,4,1,3,4,23,44.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.060218978102189784,-0.8609708622923371
123219,Female,Loyal Customer,42,Personal Travel,Eco,650,3,3,3,3,5,3,3,5,5,3,4,2,5,4,7,5.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.12550689375506893,-0.537681362718776
99190,Female,Loyal Customer,37,Personal Travel,Eco,462,3,5,2,4,4,2,4,4,3,3,4,3,4,4,22,16.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.08738848337388483,-0.7264342382461967
23684,Male,Loyal Customer,55,Business travel,Eco,196,2,5,5,5,2,2,2,2,2,4,4,2,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.03345498783454988,-0.9934994770243559
114930,Female,disloyal Customer,22,Business travel,Eco,417,3,2,3,4,2,3,2,2,3,1,4,4,3,2,1,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.07826439578264396,-0.7716144478139304
50275,Female,Loyal Customer,72,Business travel,Eco,308,3,1,1,1,3,3,3,3,3,3,3,2,3,3,53,50.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.056163828061638284,-0.881050955433552
86352,Female,disloyal Customer,23,Business travel,Eco,762,3,3,3,2,2,3,2,2,3,2,5,4,5,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.14821573398215734,-0.42523284112797205
97798,Male,Loyal Customer,63,Personal Travel,Eco,471,3,4,3,1,3,3,5,3,5,4,4,5,4,3,126,123.0,neutral or dissatisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.08921330089213302,-0.71739819633265
114066,Male,disloyal Customer,37,Business travel,Business,2139,3,3,3,3,4,3,4,4,5,2,4,4,5,4,1,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.42741281427412814,0.9572815716446791
37884,Female,disloyal Customer,29,Business travel,Eco,1068,4,4,4,2,1,4,1,1,1,3,4,5,3,1,14,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.2102595296025953,-0.11800741606738292
62343,Male,Loyal Customer,10,Personal Travel,Eco Plus,414,1,0,4,5,2,4,2,2,4,3,5,5,5,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.07765612327656124,-0.7746264617851126
105758,Male,Loyal Customer,22,Business travel,Business,387,2,5,5,5,2,3,2,2,1,4,3,4,3,2,22,36.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.07218167072181671,-0.8017345875257529
124869,Male,Loyal Customer,31,Personal Travel,Eco Plus,280,2,4,2,3,3,2,4,3,3,2,4,5,5,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.05048661800486618,-0.909163085831253
58364,Female,Loyal Customer,53,Personal Travel,Eco,646,2,2,2,4,3,3,4,1,1,2,1,2,1,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.12469586374695864,-0.541697381347019
13377,Female,Loyal Customer,56,Personal Travel,Eco,946,1,3,1,3,2,3,2,3,3,1,3,2,3,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.18552311435523114,-0.24049598422879429
45343,Male,Loyal Customer,34,Personal Travel,Eco,188,1,3,1,3,5,1,5,5,1,4,3,4,3,5,0,8.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.031832927818329276,-1.0015315142808419
97987,Male,Loyal Customer,16,Personal Travel,Eco,616,4,3,4,4,3,4,3,3,2,1,4,3,2,3,40,36.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.11861313868613138,-0.5718175210588414
104441,Male,Loyal Customer,9,Personal Travel,Eco,1041,3,4,3,2,3,2,2,4,3,5,5,2,4,2,158,156.0,neutral or dissatisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.20478507704785076,-0.14511554180802314
102953,Male,Loyal Customer,47,Personal Travel,Eco,719,1,5,2,1,2,2,2,2,3,3,4,4,5,2,23,12.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.13949716139497162,-0.4684050413815843
59734,Female,Loyal Customer,32,Personal Travel,Eco Plus,787,4,4,4,2,3,4,3,3,3,5,5,4,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.15328467153284672,-0.40013272470145334
69486,Female,disloyal Customer,27,Business travel,Business,1089,3,3,3,3,1,3,1,1,3,3,4,3,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.21451743714517438,-0.0969233182691072
79065,Female,disloyal Customer,20,Business travel,Eco,356,3,0,2,3,1,2,1,1,1,2,4,3,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.06589618815896188,-0.8328587318946361
19790,Female,Loyal Customer,65,Personal Travel,Eco,578,2,4,3,4,2,4,4,3,3,3,3,4,3,3,99,101.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.11090835360908353,-0.6099696980271498
33785,Male,Loyal Customer,29,Business travel,Business,2145,2,5,5,5,2,2,2,2,1,3,3,4,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.4286293592862936,0.9633055995870435
60832,Male,Loyal Customer,37,Personal Travel,Eco Plus,680,3,4,3,4,5,3,5,5,1,3,4,2,4,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.13158961881589618,-0.5075612230069535
102114,Female,disloyal Customer,44,Business travel,Business,258,3,3,3,4,3,3,3,3,5,5,5,5,5,3,7,4.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.04602595296025953,-0.9312511882865895
28629,Female,disloyal Customer,28,Business travel,Eco,2409,3,3,3,5,4,3,3,4,5,1,4,5,1,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.4821573398215734,1.2283628290510813
1658,Female,disloyal Customer,51,Business travel,Business,551,4,4,4,4,4,4,2,4,1,2,3,4,4,4,30,38.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.10543390105433902,-0.6370778237677901
30581,Female,disloyal Customer,36,Business travel,Eco,228,4,5,4,3,3,4,3,3,3,5,5,4,1,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.039943227899432276,-0.961371327998412
41329,Male,disloyal Customer,27,Business travel,Eco,689,1,1,1,4,3,1,3,3,1,3,3,2,4,3,16,16.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.13341443633414438,-0.49852518109340677
39307,Male,Loyal Customer,64,Personal Travel,Eco,160,1,3,1,2,5,1,5,5,2,3,3,2,2,5,29,18.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.026155717761557177,-1.0296436446785429
17554,Female,Loyal Customer,40,Personal Travel,Eco,970,1,5,1,4,2,1,2,2,5,4,5,5,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.19038929440389293,-0.2163998724593363
79248,Male,Loyal Customer,44,Business travel,Business,1598,1,5,5,5,4,4,4,1,1,1,1,2,1,4,13,4.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.31772100567721007,0.414115052174814
9318,Male,Loyal Customer,58,Business travel,Business,419,2,5,5,5,4,4,4,2,2,2,2,1,2,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.0786699107866991,-0.7696064384998089
