id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Arrival Delay in Minutes_width_bin,Departure Delay in Minutes_width_bin,Arrival Delay in Minutes_depth_bin,Departure Delay in Minutes_depth_bin
38027,Female,Loyal Customer,62,Business travel,Eco,1237,3,4,4,4,5,4,4,3,3,3,3,1,3,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
73418,Male,Loyal Customer,16,Business travel,Eco,1005,1,1,1,1,1,1,1,1,4,1,4,2,3,1,0,10.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
49292,Male,Loyal Customer,35,Business travel,Eco,156,3,4,4,4,3,3,3,3,4,1,3,2,2,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
36212,Male,disloyal Customer,38,Business travel,Eco,496,3,4,3,1,1,3,1,1,4,3,2,4,2,1,0,12.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
51436,Female,Loyal Customer,41,Personal Travel,Eco Plus,326,3,5,3,3,4,3,1,2,2,3,2,1,2,2,19,5.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]"
62207,Female,Loyal Customer,47,Personal Travel,Eco,2454,3,1,3,2,3,2,2,2,2,3,2,3,2,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
38790,Female,disloyal Customer,25,Business travel,Eco,353,1,3,1,3,5,1,5,5,3,1,3,2,3,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
99022,Male,Loyal Customer,27,Personal Travel,Business,1009,3,4,3,2,2,3,2,2,3,1,2,2,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
76118,Male,disloyal Customer,39,Business travel,Business,689,1,1,1,3,3,1,3,3,3,5,4,3,5,3,1,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
39439,Male,Loyal Customer,68,Business travel,Business,1709,2,4,4,4,4,3,4,1,1,1,2,2,1,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
29322,Female,Loyal Customer,21,Personal Travel,Eco,834,1,4,1,5,5,1,5,5,3,5,4,4,5,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
95129,Female,Loyal Customer,12,Personal Travel,Eco,189,1,5,1,2,4,1,4,4,1,5,1,4,4,4,58,63.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
52291,Male,Loyal Customer,56,Business travel,Eco,370,2,2,3,2,2,2,2,2,3,4,3,4,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
55792,Male,Loyal Customer,57,Business travel,Business,2760,3,4,4,4,2,3,3,1,4,4,3,3,1,3,0,19.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
94945,Male,Loyal Customer,65,Business travel,Business,3447,2,3,1,1,4,3,4,2,2,2,2,3,2,1,73,70.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
58531,Female,Loyal Customer,41,Personal Travel,Eco,719,3,3,3,3,2,3,2,2,3,1,4,2,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
4372,Female,disloyal Customer,26,Business travel,Business,473,1,1,1,4,2,1,5,2,4,2,3,3,4,2,0,1.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
14916,Male,Loyal Customer,15,Personal Travel,Eco,315,3,2,3,4,4,3,1,4,1,2,3,4,4,4,0,13.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
119441,Female,Loyal Customer,23,Business travel,Eco Plus,399,2,2,2,2,2,2,2,2,4,4,3,3,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
36192,Male,Loyal Customer,47,Personal Travel,Business,496,4,5,2,1,2,5,5,3,3,2,3,5,3,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
105468,Male,disloyal Customer,34,Business travel,Business,495,3,3,3,1,1,3,1,1,3,2,4,5,5,1,20,15.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]"
128681,Male,Loyal Customer,26,Personal Travel,Eco,2419,4,4,4,4,4,4,4,2,3,3,4,4,4,4,0,10.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
43114,Male,Loyal Customer,42,Personal Travel,Eco,236,3,1,3,3,5,3,5,5,4,1,2,3,2,5,78,69.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
40829,Male,Loyal Customer,40,Business travel,Business,588,3,2,2,2,5,3,3,3,3,3,3,1,3,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
29311,Male,Loyal Customer,24,Personal Travel,Eco,873,2,4,2,1,4,2,4,4,2,3,4,4,5,4,92,107.0,neutral or dissatisfied,"(101.1, 202.2]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
73369,Male,disloyal Customer,57,Business travel,Business,1144,4,4,4,4,1,4,1,1,1,2,3,3,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
79718,Female,Loyal Customer,44,Personal Travel,Eco,712,1,2,1,3,5,4,3,5,5,1,5,4,5,3,37,56.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
59435,Female,Loyal Customer,44,Personal Travel,Eco,746,1,4,1,3,5,1,3,3,3,1,3,4,3,4,7,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]"
37375,Male,disloyal Customer,29,Business travel,Eco,944,2,2,2,5,1,2,1,1,4,3,2,3,4,1,107,94.0,neutral or dissatisfied,"(-0.001, 101.1]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]"
60904,Male,disloyal Customer,22,Business travel,Eco,589,3,4,2,4,4,2,4,4,3,4,4,3,5,4,68,61.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
26691,Male,Loyal Customer,7,Personal Travel,Eco,404,2,4,3,1,1,3,1,1,3,3,5,3,4,1,0,5.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
105921,Male,Loyal Customer,44,Personal Travel,Eco Plus,283,3,5,5,3,2,5,2,2,1,3,1,2,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
65727,Female,disloyal Customer,31,Business travel,Eco,1061,1,1,1,4,4,1,4,4,1,4,4,1,3,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
124937,Female,Loyal Customer,8,Personal Travel,Eco,728,2,3,1,3,3,1,3,3,1,1,3,2,3,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
35197,Female,disloyal Customer,23,Business travel,Eco,1005,2,2,2,3,4,2,4,4,1,1,4,4,4,4,0,16.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
113749,Male,Loyal Customer,32,Personal Travel,Eco,386,2,4,2,3,2,2,2,2,4,2,5,4,4,2,76,74.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
28314,Female,disloyal Customer,26,Business travel,Eco,867,3,4,4,1,4,4,4,4,1,2,3,3,2,4,7,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]"
39938,Male,disloyal Customer,23,Business travel,Eco,1195,2,2,2,5,5,2,5,5,2,5,3,5,3,5,24,3.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(19.0, 1017.0]"
40661,Male,disloyal Customer,24,Business travel,Eco,558,3,0,3,3,1,3,1,1,5,4,4,5,5,1,0,4.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
41762,Female,Loyal Customer,32,Personal Travel,Eco,491,2,2,2,4,1,2,1,1,1,3,4,4,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
74983,Male,Loyal Customer,48,Personal Travel,Eco,2475,2,5,2,3,5,2,1,5,4,2,4,4,3,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
92774,Female,disloyal Customer,18,Business travel,Eco,1314,3,2,2,4,5,3,3,5,1,2,4,4,3,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
41051,Female,Loyal Customer,51,Personal Travel,Eco,1086,2,4,1,3,3,4,5,5,5,1,5,5,5,3,0,2.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
23193,Female,disloyal Customer,25,Business travel,Eco Plus,250,2,5,2,4,1,2,1,1,3,1,2,4,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
126003,Male,disloyal Customer,39,Business travel,Business,631,1,1,1,4,5,1,1,5,4,5,5,5,4,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
40248,Female,disloyal Customer,23,Business travel,Eco,347,2,3,2,3,2,2,2,2,2,4,3,1,4,2,0,9.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
39484,Male,disloyal Customer,27,Business travel,Eco,867,4,4,4,4,1,4,1,1,1,1,5,5,1,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
129470,Female,Loyal Customer,31,Business travel,Business,2611,1,2,2,2,1,1,1,1,1,3,2,1,4,1,2,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
91239,Female,Loyal Customer,21,Personal Travel,Eco,404,1,4,1,4,2,1,2,2,4,3,5,5,5,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
123537,Female,Loyal Customer,44,Personal Travel,Eco Plus,2077,4,4,4,5,4,5,4,4,4,4,4,4,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
121686,Female,Loyal Customer,64,Personal Travel,Eco,328,2,3,2,3,4,2,3,4,4,2,3,4,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
116364,Male,Loyal Customer,43,Personal Travel,Eco,390,4,4,4,3,3,4,3,3,3,5,4,5,5,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
61986,Female,Loyal Customer,61,Personal Travel,Business,2475,4,0,4,3,4,4,1,5,3,5,4,1,5,1,156,152.0,neutral or dissatisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]"
105405,Female,Loyal Customer,45,Personal Travel,Eco,369,3,4,1,5,4,3,5,3,3,1,3,5,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
72138,Female,disloyal Customer,10,Business travel,Eco,731,1,1,1,3,4,1,4,4,3,2,4,4,4,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
116176,Female,Loyal Customer,52,Personal Travel,Eco,337,1,3,1,1,2,2,3,1,1,1,1,2,1,5,18,6.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]"
50834,Female,Loyal Customer,60,Personal Travel,Eco,109,1,4,1,1,4,1,4,2,2,1,2,5,2,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
14464,Female,Loyal Customer,49,Personal Travel,Eco,761,3,5,3,5,5,5,5,4,4,3,3,4,4,4,96,107.0,neutral or dissatisfied,"(101.1, 202.2]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
119780,Female,Loyal Customer,7,Personal Travel,Business,912,2,4,2,3,4,2,4,4,4,5,4,4,5,4,0,17.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
29662,Male,Loyal Customer,37,Personal Travel,Eco,1448,4,5,4,3,4,4,1,4,3,4,3,5,3,4,14,1.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]"
15025,Male,Loyal Customer,44,Business travel,Business,576,2,1,1,1,1,4,4,2,2,2,2,3,2,3,30,25.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
112500,Female,Loyal Customer,21,Personal Travel,Eco,819,3,3,3,3,5,3,5,5,3,5,5,5,5,5,17,1.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]"
65493,Male,Loyal Customer,9,Personal Travel,Eco,1067,2,4,2,5,4,2,4,4,3,4,5,3,4,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
83096,Female,Loyal Customer,44,Personal Travel,Eco,983,4,1,4,4,1,4,4,1,1,4,1,3,1,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
768,Female,Loyal Customer,52,Business travel,Business,1920,3,2,2,2,4,4,3,3,3,3,3,3,3,3,13,13.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]"
27018,Female,Loyal Customer,20,Personal Travel,Eco,867,4,5,3,3,2,3,4,2,5,4,5,1,2,2,0,3.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
49849,Female,disloyal Customer,72,Business travel,Eco,308,2,0,2,1,1,2,1,1,4,5,5,1,4,1,93,91.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
125244,Female,disloyal Customer,29,Business travel,Eco Plus,1149,2,2,2,3,4,2,4,4,4,4,3,4,3,4,0,15.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
117069,Female,Loyal Customer,36,Business travel,Business,304,4,2,2,2,5,3,4,4,4,4,4,3,4,4,15,7.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]"
51597,Female,disloyal Customer,26,Business travel,Eco,751,3,3,3,3,3,3,5,3,5,1,1,2,2,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
3590,Male,Loyal Customer,28,Business travel,Business,3418,4,3,3,3,4,4,4,4,2,3,3,2,3,4,0,8.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
22067,Female,Loyal Customer,51,Personal Travel,Eco,304,3,5,3,5,2,5,4,5,5,3,5,4,5,3,9,3.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]"
120299,Male,disloyal Customer,34,Business travel,Business,268,3,4,4,4,3,4,3,3,4,2,5,4,5,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
104636,Male,disloyal Customer,45,Business travel,Business,861,4,4,4,1,4,4,4,4,5,5,5,5,4,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
96044,Female,Loyal Customer,66,Business travel,Business,2986,4,2,2,2,4,3,3,4,4,4,4,1,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
62198,Male,Loyal Customer,21,Personal Travel,Eco,2565,3,4,3,1,2,3,1,2,4,5,3,4,5,2,9,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]"
128523,Female,Loyal Customer,44,Personal Travel,Eco,646,2,2,2,3,3,3,3,4,4,2,4,2,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
124343,Male,disloyal Customer,41,Business travel,Eco,637,3,0,2,4,5,2,5,5,4,4,3,1,4,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
81499,Female,Loyal Customer,29,Personal Travel,Eco,408,2,4,2,2,4,2,4,4,3,3,5,4,5,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
89434,Female,Loyal Customer,69,Personal Travel,Eco,134,3,3,0,1,3,3,5,1,1,0,1,2,1,3,15,6.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]"
236,Male,Loyal Customer,35,Business travel,Business,3242,2,4,4,4,1,2,2,2,2,2,2,1,2,4,0,4.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
118857,Female,Loyal Customer,67,Personal Travel,Eco Plus,338,3,5,3,3,3,5,5,4,4,3,4,3,4,4,42,54.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
81082,Male,Loyal Customer,37,Business travel,Eco,931,2,5,4,5,2,2,2,2,1,1,3,3,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
46635,Female,disloyal Customer,18,Business travel,Eco,125,1,3,1,3,4,1,4,4,4,5,3,3,4,4,2,2.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
54314,Female,disloyal Customer,27,Business travel,Eco,1597,2,1,1,3,3,2,3,3,4,4,1,3,2,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
54204,Female,Loyal Customer,34,Personal Travel,Eco,1400,3,4,3,1,2,3,2,2,2,2,3,2,2,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
41633,Male,Loyal Customer,33,Personal Travel,Eco,374,3,0,3,4,3,3,1,3,5,3,5,3,5,3,9,13.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]"
124679,Female,disloyal Customer,61,Business travel,Eco,399,1,4,1,4,5,1,5,5,4,5,4,1,3,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
30169,Male,Loyal Customer,16,Personal Travel,Eco,183,2,5,2,3,3,2,3,3,4,5,5,3,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
123265,Male,Loyal Customer,24,Personal Travel,Eco,631,1,5,2,3,2,2,2,2,3,3,5,3,4,2,72,74.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
30182,Female,disloyal Customer,35,Business travel,Eco Plus,213,1,1,1,4,3,1,3,3,1,4,3,1,1,3,0,5.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
78986,Male,disloyal Customer,25,Business travel,Business,377,3,4,3,5,4,3,4,4,4,5,4,3,5,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
50711,Male,Loyal Customer,69,Personal Travel,Eco,363,3,5,3,5,5,3,5,5,5,2,4,3,4,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
101758,Male,Loyal Customer,64,Personal Travel,Eco,1590,3,5,3,4,1,3,1,1,3,4,5,5,5,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
76337,Female,Loyal Customer,69,Personal Travel,Business,954,1,5,1,2,4,3,1,2,2,1,5,1,2,3,18,17.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]"
127448,Female,Loyal Customer,30,Personal Travel,Eco Plus,1009,3,4,3,2,4,3,4,4,3,4,2,1,5,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
66455,Male,Loyal Customer,17,Personal Travel,Eco,1217,2,4,2,3,2,5,5,2,3,3,4,5,3,5,145,138.0,neutral or dissatisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]"
12741,Female,Loyal Customer,46,Personal Travel,Eco,721,2,5,2,2,2,4,4,4,4,2,4,4,4,3,0,7.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
64753,Male,Loyal Customer,70,Business travel,Eco,247,2,5,5,5,2,2,2,2,4,5,2,1,2,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
58208,Male,Loyal Customer,56,Business travel,Eco,925,2,3,3,3,2,2,2,2,3,3,3,1,3,2,1,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
102063,Male,Loyal Customer,34,Personal Travel,Business,223,3,5,3,4,3,4,4,2,2,3,2,4,2,4,14,9.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]"
42927,Female,disloyal Customer,37,Business travel,Business,236,2,2,2,1,3,2,3,3,3,2,4,5,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
83838,Male,Loyal Customer,45,Business travel,Business,448,1,5,5,5,1,1,1,4,5,3,4,1,4,1,389,420.0,neutral or dissatisfied,"(404.4, 505.5]","(305.1, 406.8]","(19.0, 1011.0]","(19.0, 1017.0]"
91079,Male,Loyal Customer,33,Personal Travel,Eco,240,2,5,2,5,3,2,3,3,4,2,5,5,4,3,2,3.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
50815,Male,Loyal Customer,24,Personal Travel,Eco,266,2,0,0,5,1,0,1,1,3,5,4,5,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
61509,Female,Loyal Customer,56,Personal Travel,Eco,2419,2,5,2,2,5,4,5,2,2,2,2,3,2,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
45324,Female,disloyal Customer,43,Business travel,Eco,188,2,1,2,3,2,5,5,2,1,4,4,5,1,5,196,187.0,neutral or dissatisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]"
127771,Female,Loyal Customer,18,Personal Travel,Eco Plus,255,1,3,0,4,3,0,4,3,4,1,4,1,3,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
33475,Male,Loyal Customer,65,Personal Travel,Eco Plus,2917,4,5,4,4,4,3,3,4,4,3,3,3,5,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
73493,Male,Loyal Customer,43,Personal Travel,Eco,1120,1,5,1,4,2,1,5,2,3,3,4,5,4,2,0,6.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
57827,Male,Loyal Customer,44,Personal Travel,Eco,622,2,3,2,4,1,2,1,1,2,4,1,4,5,1,2,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
