id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Arrival Delay in Minutes_width_bin,Departure Delay in Minutes_width_bin,Arrival Delay in Minutes_depth_bin,Departure Delay in Minutes_depth_bin,flight_distance_minmax,flight_distance_zscore,age_category,satisfaction_bin
77058,Male,Loyal Customer,56,Personal Travel,Business,991,2,5,3,4,3,4,5,1,1,3,1,4,1,4,0,8.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.19464720194647203,-0.1953157746610606,Late Middle Age,0
60540,Male,Loyal Customer,19,Personal Travel,Eco,862,2,4,3,2,4,3,4,4,3,2,4,3,5,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.16849148418491483,-0.3248323754218972,Young,0
45345,Female,Loyal Customer,17,Personal Travel,Eco,222,2,1,2,4,4,2,4,4,3,2,4,2,4,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.03872668288726683,-0.9673953559407764,Young,0
102350,Female,Loyal Customer,45,Business travel,Eco,407,3,1,1,1,5,3,3,3,3,3,3,3,3,1,50,40.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.07623682076236821,-0.7816544943845379,Late Middle Age,0
43990,Male,disloyal Customer,43,Business travel,Eco,397,4,3,4,3,2,4,2,2,3,5,3,4,4,2,0,6.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.07420924574209246,-0.7916945409551454,Early Middle Age,0
18145,Male,Loyal Customer,69,Personal Travel,Eco,926,2,4,2,5,2,3,2,4,3,4,5,2,3,2,95,159.0,neutral or dissatisfied,"(101.1, 202.2]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.18146796431467965,-0.26057607737000926,Late Adulthood,0
106338,Female,Loyal Customer,48,Business travel,Business,425,2,2,2,2,2,2,3,2,2,2,2,1,2,1,2,9.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.07988645579886455,-0.7635824105574445,Late Middle Age,0
105300,Male,disloyal Customer,10,Business travel,Eco,967,3,2,2,3,5,2,2,5,3,1,3,3,3,5,29,26.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.1897810218978102,-0.21941188643051857,Young,0
14625,Male,Loyal Customer,24,Personal Travel,Eco Plus,450,3,4,3,2,5,3,5,5,5,3,5,4,4,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.08495539334955393,-0.7384822941309257,Early Adulthood,0
65078,Male,Loyal Customer,48,Personal Travel,Eco,247,2,5,0,3,2,0,4,2,3,2,4,4,5,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.043795620437956206,-0.9422952395142578,Late Middle Age,0
117444,Male,Loyal Customer,39,Business travel,Eco,1020,3,2,2,2,3,3,3,3,4,5,3,4,4,3,32,17.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.2005271695052717,-0.16619963960629888,Early Middle Age,0
23447,Female,disloyal Customer,38,Business travel,Eco,516,2,0,2,5,2,5,5,5,5,4,2,5,2,5,101,175.0,neutral or dissatisfied,"(101.1, 202.2]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.09833738848337388,-0.6722179867649163,Early Middle Age,0
121567,Female,disloyal Customer,25,Business travel,Business,936,3,5,3,3,5,3,2,5,5,3,5,3,4,5,2,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.18349553933495538,-0.2505360307994018,Early Adulthood,0
50694,Male,Loyal Customer,41,Personal Travel,Eco,308,4,5,4,3,3,4,3,3,3,3,5,5,5,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.056163828061638284,-0.881050955433552,Early Middle Age,0
82436,Male,Loyal Customer,49,Business travel,Business,3360,2,1,1,1,1,4,3,2,2,2,2,2,2,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.6749797242497972,2.1831712579158533,Late Middle Age,0
57974,Male,Loyal Customer,45,Business travel,Business,2949,4,4,4,4,4,4,4,4,4,4,4,2,4,1,5,8.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.5916463909164639,1.7705253438638857,Late Middle Age,0
66675,Female,Loyal Customer,26,Business travel,Business,2421,2,4,4,4,2,2,2,2,2,5,4,4,4,2,0,10.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.4845904298459043,1.2404108849358102,Early Adulthood,0
93020,Male,Loyal Customer,69,Personal Travel,Eco,1524,2,4,2,4,3,2,3,3,1,2,2,2,4,3,36,15.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.3027169505271695,0.3398187075523186,Late Adulthood,0
10071,Female,Loyal Customer,36,Business travel,Business,2196,3,4,5,4,3,4,3,3,3,3,3,3,3,3,29,32.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.43896999188969993,1.0145098370971417,Early Middle Age,0
70962,Female,Loyal Customer,43,Business travel,Business,802,1,5,5,5,1,3,3,1,1,1,1,4,1,1,0,1.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.15632603406326034,-0.3850726548455421,Early Middle Age,0
57872,Female,disloyal Customer,21,Business travel,Eco,305,4,0,4,1,4,5,5,3,4,5,5,5,4,5,239,219.0,neutral or dissatisfied,"(202.2, 303.3]","(203.4, 305.1]","(19.0, 1011.0]","(19.0, 1017.0]",0.05555555555555555,-0.8840629694047343,Young,0
104109,Female,Loyal Customer,61,Personal Travel,Eco,297,1,4,1,4,5,4,5,4,4,1,4,3,4,5,0,1.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.05393349553933496,-0.8920950066612203,Late Middle Age,0
18342,Female,disloyal Customer,25,Business travel,Eco,563,4,5,4,4,3,4,3,3,5,1,2,1,2,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.10786699107866991,-0.6250297678830611,Early Adulthood,0
44464,Female,disloyal Customer,22,Business travel,Eco,196,4,4,4,3,3,4,4,3,2,1,3,2,4,3,20,25.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.03345498783454988,-0.9934994770243559,Early Adulthood,0
121738,Male,Loyal Customer,45,Personal Travel,Eco,1475,3,4,3,4,1,3,1,1,4,5,5,5,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.29278183292781834,0.29062247935634183,Late Middle Age,0
67155,Female,disloyal Customer,85,Business travel,Business,617,3,3,3,4,3,1,1,3,1,3,3,1,2,1,58,59.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.11881589618815896,-0.5708135164017807,Late Adulthood,0
106877,Male,disloyal Customer,11,Business travel,Eco,704,3,3,3,3,3,3,3,3,2,3,4,2,3,3,23,12.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.136455798864558,-0.4834651112374955,Young,0
55246,Male,Loyal Customer,31,Personal Travel,Eco,1009,3,2,3,2,3,3,3,3,4,4,3,1,3,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.19829683698296838,-0.1772436908339671,Early Adulthood,0
59015,Female,disloyal Customer,35,Business travel,Eco,1085,1,1,1,3,3,1,3,3,4,4,3,2,3,3,0,9.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.21370640713706407,-0.1009393368973502,Early Middle Age,0
112331,Female,Loyal Customer,13,Personal Travel,Business,967,1,4,1,4,5,1,5,5,3,4,5,4,4,5,17,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.1897810218978102,-0.21941188643051857,Young,0
23239,Female,Loyal Customer,62,Personal Travel,Eco,549,3,4,4,2,5,4,5,3,3,4,3,3,3,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.10502838605028386,-0.6390858330819116,Late Middle Age,0
29375,Female,Loyal Customer,26,Business travel,Eco,2349,1,2,3,3,2,2,1,2,1,1,2,1,4,1,0,7.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.4699918896999189,1.1681225496274363,Early Adulthood,0
34471,Male,Loyal Customer,30,Business travel,Business,266,3,1,1,1,3,3,3,3,3,4,3,3,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.04764801297648013,-0.9232191510301035,Early Adulthood,0
15301,Female,Loyal Customer,62,Personal Travel,Eco,612,2,4,2,4,2,3,1,4,4,2,2,2,4,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.11780210867802109,-0.5758335396870844,Late Middle Age,0
91206,Female,Loyal Customer,65,Personal Travel,Eco,406,3,4,3,2,2,4,5,2,2,3,2,5,2,4,6,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.07603406326034064,-0.7826584990415987,Late Adulthood,0
11639,Female,Loyal Customer,8,Personal Travel,Eco,835,1,5,1,1,2,1,2,2,3,5,5,3,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.1630170316301703,-0.3519405011625374,Young,0
128611,Male,Loyal Customer,45,Business travel,Eco,679,2,3,3,3,2,2,2,2,3,5,3,4,4,2,68,60.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.13138686131386862,-0.5085652276640142,Late Middle Age,0
125476,Female,Loyal Customer,14,Personal Travel,Eco,2917,3,2,3,2,3,3,3,3,2,3,2,2,2,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.5851581508515815,1.7383971948379418,Young,0
124338,Female,disloyal Customer,35,Business travel,Eco,1037,3,3,3,4,4,3,4,4,1,2,3,4,4,4,0,6.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.20397404703974048,-0.14913156043626613,Early Middle Age,0
54559,Female,Loyal Customer,22,Personal Travel,Eco,925,4,5,4,3,2,4,3,2,5,4,5,3,5,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.18126520681265207,-0.26158008202707,Early Adulthood,0
58324,Female,disloyal Customer,20,Business travel,Eco,239,4,1,4,4,4,4,4,4,2,3,4,2,3,4,57,39.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.042173560421735604,-0.9503272767707437,Young,0
115065,Female,disloyal Customer,40,Business travel,Business,417,2,2,2,4,3,2,3,3,3,4,5,5,5,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.07826439578264396,-0.7716144478139304,Early Middle Age,0
83083,Female,Loyal Customer,60,Business travel,Business,1557,1,4,4,4,4,3,4,1,1,1,1,2,1,3,0,8.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.30940794809407945,0.3729508612353233,Late Middle Age,0
68822,Female,Loyal Customer,38,Personal Travel,Eco Plus,926,1,3,1,4,5,1,5,5,3,4,3,2,3,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.18146796431467965,-0.26057607737000926,Early Middle Age,0
70505,Female,Loyal Customer,25,Personal Travel,Eco,867,1,4,1,1,3,1,3,3,3,1,3,4,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.16950527169505272,-0.3198123521365934,Early Adulthood,0
95042,Female,Loyal Customer,15,Personal Travel,Eco,562,3,4,3,3,5,3,5,5,3,4,3,1,3,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.10766423357664233,-0.6260337725401218,Young,0
96701,Male,disloyal Customer,30,Business travel,Business,696,1,1,1,2,4,1,4,4,3,2,5,3,4,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.13483373884833738,-0.4914971484939815,Early Adulthood,0
61250,Male,Loyal Customer,58,Personal Travel,Eco,862,2,5,2,3,2,2,3,2,5,3,4,5,4,2,17,30.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.16849148418491483,-0.3248323754218972,Late Middle Age,0
64199,Female,disloyal Customer,48,Business travel,Eco,853,3,3,3,3,5,3,5,5,3,3,3,3,4,5,13,24.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.16666666666666666,-0.3338684173354439,Late Middle Age,0
26801,Female,Loyal Customer,23,Business travel,Business,1947,2,5,5,5,2,2,2,2,4,4,4,1,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.3884833738848337,0.7645126774890153,Early Adulthood,0
1379,Male,disloyal Customer,36,Business travel,Eco Plus,134,2,2,2,4,4,2,4,4,2,5,3,1,3,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.020884022708840228,-1.0557477657621224,Early Middle Age,0
58246,Male,disloyal Customer,55,Business travel,Eco Plus,525,1,1,1,4,3,1,3,3,3,4,4,3,4,3,4,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.10016220600162205,-0.6631819448513695,Late Middle Age,0
39365,Male,disloyal Customer,38,Business travel,Eco,496,4,0,4,3,1,4,1,1,3,3,3,3,1,1,3,6.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.09428223844282238,-0.6922980799061312,Early Middle Age,0
21405,Male,Loyal Customer,44,Business travel,Business,3150,3,1,1,1,1,3,1,3,3,3,3,1,3,1,12,41.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.6324006488240065,1.9723302799330962,Early Middle Age,0
103028,Female,Loyal Customer,48,Business travel,Business,2339,2,5,5,5,1,4,4,2,2,2,2,4,2,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.46796431467964317,1.158082503056829,Late Middle Age,0
77853,Male,Loyal Customer,8,Personal Travel,Eco Plus,874,4,4,4,5,3,4,3,3,5,4,5,5,5,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.17092457420924576,-0.3127843195371682,Young,0
46112,Female,Loyal Customer,51,Personal Travel,Eco,1154,3,4,3,4,2,5,4,4,4,3,4,5,4,5,0,3.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.22769667477696676,-0.031663015560158526,Late Middle Age,0
55199,Male,Loyal Customer,42,Personal Travel,Eco Plus,1635,1,4,1,3,5,1,5,5,3,5,4,5,4,5,14,9.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.32522303325223034,0.45126322448606165,Early Middle Age,0
56257,Male,Loyal Customer,50,Business travel,Business,3883,2,3,3,3,5,2,3,2,2,2,2,3,2,4,0,39.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(-0.001, 2.0]",0.781021897810219,2.708265693558625,Late Middle Age,0
89334,Male,Loyal Customer,60,Business travel,Eco,1587,4,2,2,2,4,4,4,4,3,5,4,1,4,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.31549067315490675,0.4030710009471457,Late Middle Age,0
84586,Male,Loyal Customer,42,Business travel,Business,1592,3,1,1,1,5,3,2,3,3,2,3,4,3,1,29,19.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.3165044606650446,0.4080910242324495,Early Middle Age,0
118816,Female,disloyal Customer,36,Business travel,Business,369,1,1,1,1,4,1,4,4,4,4,5,5,4,4,42,40.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.06853203568532036,-0.8198066713528464,Early Middle Age,0
106842,Male,Loyal Customer,53,Business travel,Eco,233,3,3,3,3,3,3,3,3,2,1,3,2,3,3,40,44.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.040957015409570155,-0.9563513047131083,Late Middle Age,0
39911,Male,Loyal Customer,63,Personal Travel,Eco Plus,272,3,4,3,2,3,3,1,3,4,4,4,5,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.04886455798864558,-0.917195123087739,Late Middle Age,0
3528,Female,disloyal Customer,7,Business travel,Business,557,1,5,1,1,4,1,4,4,4,2,4,5,4,4,0,1.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.10665044606650446,-0.6310537958254255,Young,0
67320,Female,Loyal Customer,8,Personal Travel,Eco Plus,985,2,1,2,1,4,2,4,4,3,1,2,2,2,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.19343065693430658,-0.20133980260342507,Young,0
9004,Female,Loyal Customer,48,Business travel,Business,1729,4,5,5,5,3,2,3,4,4,4,4,2,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.3442822384428224,0.5456396622497721,Late Middle Age,0
83869,Female,disloyal Customer,26,Business travel,Eco Plus,425,1,0,0,4,1,0,1,1,3,2,3,2,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.07988645579886455,-0.7635824105574445,Early Adulthood,0
97384,Male,Loyal Customer,32,Personal Travel,Eco,347,1,5,1,1,1,1,1,1,3,4,4,4,5,1,0,2.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.0640713706407137,-0.8418947738081829,Early Adulthood,0
26459,Male,disloyal Customer,72,Business travel,Eco,387,3,0,3,5,2,3,2,2,3,4,1,5,1,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.07218167072181671,-0.8017345875257529,Late Adulthood,0
126604,Male,disloyal Customer,36,Business travel,Eco,1337,1,1,1,2,3,1,3,3,2,1,2,4,3,3,0,9.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.26480129764801297,0.1520698366819585,Early Middle Age,0
79332,Female,disloyal Customer,23,Business travel,Eco,1020,1,1,1,3,1,1,1,1,4,4,5,4,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.2005271695052717,-0.16619963960629888,Early Adulthood,0
111989,Female,Loyal Customer,32,Personal Travel,Eco,533,4,4,4,4,1,4,1,1,3,3,4,5,4,1,10,11.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.10178426601784266,-0.6551499075948836,Early Adulthood,0
90633,Female,Loyal Customer,33,Business travel,Business,3619,2,5,5,5,2,4,4,2,2,1,2,3,2,1,0,21.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(-0.001, 2.0]",0.7274939172749392,2.4432084640945875,Early Adulthood,0
101292,Female,disloyal Customer,30,Business travel,Eco,763,3,3,3,3,2,3,2,2,1,1,3,2,3,2,45,41.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.14841849148418493,-0.4242288364709113,Early Adulthood,0
28766,Female,Loyal Customer,34,Personal Travel,Eco,1024,3,3,3,4,5,3,5,5,2,5,3,1,5,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.201338199513382,-0.1621836209780559,Early Adulthood,0
115745,Female,Loyal Customer,46,Business travel,Business,371,1,3,2,2,4,2,2,1,1,1,1,1,1,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.0689375506893755,-0.8177986620387249,Late Middle Age,0
18626,Female,Loyal Customer,25,Personal Travel,Eco,285,3,4,3,4,2,3,2,2,4,3,3,1,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.05150040551500405,-0.9041430625459492,Early Adulthood,0
84595,Female,disloyal Customer,13,Business travel,Eco,669,4,2,4,4,2,4,2,2,1,4,3,3,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.12935928629359286,-0.5186052742346218,Young,0
81839,Female,Loyal Customer,51,Personal Travel,Eco,1310,1,4,1,2,4,3,5,1,1,1,1,5,1,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.2593268450932685,0.12496171094131829,Late Middle Age,0
100046,Male,Loyal Customer,12,Personal Travel,Eco,281,1,5,1,3,2,1,2,2,3,3,5,3,5,2,74,91.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.05068937550689376,-0.9081590811741923,Young,0
9611,Female,Loyal Customer,58,Personal Travel,Eco,288,3,4,5,1,5,4,5,5,5,5,5,4,5,3,36,20.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.052108678021086784,-0.901131048574767,Late Middle Age,0
38457,Male,Loyal Customer,49,Business travel,Eco,1504,3,2,2,2,3,3,3,3,3,3,4,2,3,3,74,65.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.298661800486618,0.31973861441110357,Late Middle Age,0
2005,Female,Loyal Customer,33,Business travel,Eco Plus,293,1,1,1,1,1,1,1,1,3,4,3,1,4,1,50,53.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.053122465531224655,-0.8961110252894633,Early Adulthood,0
104501,Male,disloyal Customer,50,Business travel,Business,1609,1,1,1,4,2,1,2,2,3,3,4,4,5,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.3199513381995134,0.4251591034024822,Late Middle Age,0
31416,Female,Loyal Customer,27,Business travel,Eco,1546,1,4,4,4,1,1,1,1,3,1,4,3,4,1,6,14.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.30717761557177614,0.361906810007655,Early Adulthood,0
98056,Female,Loyal Customer,21,Personal Travel,Eco,1751,2,5,2,1,1,2,1,1,3,3,3,3,2,1,0,22.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(-0.001, 2.0]",0.34874290348742903,0.5677277647051086,Young,0
9929,Female,Loyal Customer,33,Business travel,Business,457,3,3,3,3,3,3,3,3,3,3,3,2,3,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.08637469586374696,-0.7314542615315005,Early Adulthood,0
41677,Female,Loyal Customer,40,Personal Travel,Eco,936,2,4,2,2,2,2,2,2,5,5,4,3,4,2,39,42.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.18349553933495538,-0.2505360307994018,Early Middle Age,0
93327,Female,disloyal Customer,39,Business travel,Business,287,1,1,1,3,3,1,3,3,3,5,3,1,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.05190592051905921,-0.9021350532318277,Early Middle Age,0
68180,Male,Loyal Customer,25,Personal Travel,Eco,603,2,5,2,5,4,2,4,4,5,5,4,3,4,4,1,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.11597729115977291,-0.5848695816006312,Early Adulthood,0
