id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
55750,Male,Loyal Customer,47,Business travel,Business,1737,3,3,3,3,2,4,5,2,2,2,2,4,2,4,2,0.0,satisfied
98469,Female,Loyal Customer,59,Personal Travel,Eco,210,4,4,4,3,1,4,4,1,1,4,1,4,1,2,0,0.0,satisfied
77048,Male,Loyal Customer,48,Business travel,Business,1553,4,4,4,4,3,5,5,5,5,5,5,4,5,5,2,0.0,satisfied
96199,Female,Loyal Customer,44,Business travel,Business,687,2,2,2,2,2,4,4,5,5,5,5,4,5,3,11,4.0,satisfied
49841,Female,Loyal Customer,46,Business travel,Business,337,4,4,4,4,2,4,3,5,5,5,5,3,5,3,0,0.0,satisfied
5698,Female,Loyal Customer,45,Business travel,Business,3178,3,3,3,3,5,3,4,3,3,4,3,1,3,5,0,0.0,satisfied
119183,Male,Loyal Customer,53,Business travel,Business,3464,2,2,2,2,5,4,5,5,5,5,5,5,5,3,0,0.0,satisfied
97411,Female,Loyal Customer,43,Business travel,Business,587,4,4,4,4,4,4,5,5,5,5,5,4,5,3,25,26.0,satisfied
45969,Female,Loyal Customer,25,Business travel,Eco,872,5,2,2,2,5,5,3,5,5,4,4,5,4,5,6,0.0,satisfied
58972,Female,Loyal Customer,43,Business travel,Business,1846,5,5,5,5,5,3,4,5,5,5,5,4,5,3,2,5.0,satisfied
51555,Male,Loyal Customer,38,Business travel,Eco,751,2,2,2,2,2,2,2,2,2,3,2,3,5,2,87,82.0,satisfied
64400,Male,Loyal Customer,58,Business travel,Business,1746,5,5,5,5,4,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
528,Female,Loyal Customer,49,Business travel,Business,134,3,3,3,3,4,4,5,5,5,5,4,3,5,4,0,0.0,satisfied
121649,Male,Loyal Customer,45,Business travel,Business,1636,5,5,4,5,4,5,4,5,5,5,5,3,5,4,0,0.0,satisfied
54825,Female,Loyal Customer,35,Business travel,Business,2820,4,4,4,4,5,4,3,4,4,4,4,1,4,1,62,47.0,satisfied
126250,Male,Loyal Customer,54,Business travel,Eco,250,5,1,1,1,5,5,5,5,4,4,1,4,3,5,1,0.0,satisfied
88045,Female,Loyal Customer,58,Business travel,Business,240,5,5,5,5,4,5,4,4,4,4,4,3,4,4,0,0.0,satisfied
12190,Male,Loyal Customer,16,Personal Travel,Eco,1075,5,2,5,3,4,5,4,4,3,5,3,2,4,4,0,0.0,satisfied
395,Female,Loyal Customer,54,Business travel,Business,3325,5,5,5,5,4,5,5,5,5,5,5,4,5,5,0,0.0,satisfied
44939,Female,Loyal Customer,30,Business travel,Business,397,5,5,5,5,4,4,4,4,5,4,3,2,5,4,9,14.0,satisfied
64598,Male,Loyal Customer,44,Business travel,Business,2682,5,5,5,5,5,4,5,5,5,5,4,3,5,4,0,0.0,satisfied
112686,Female,Loyal Customer,32,Business travel,Business,2454,1,1,1,1,2,2,2,2,4,2,4,5,4,2,0,0.0,satisfied
72777,Female,Loyal Customer,40,Business travel,Business,2956,5,5,1,5,3,4,5,5,5,5,5,4,5,4,0,0.0,satisfied
105624,Female,Loyal Customer,27,Business travel,Business,787,4,4,4,4,5,5,5,5,4,3,4,4,5,5,1,0.0,satisfied
105957,Female,Loyal Customer,44,Business travel,Business,2295,2,2,2,2,3,3,3,5,3,5,5,3,5,3,1,16.0,satisfied
115252,Male,Loyal Customer,32,Business travel,Business,373,4,4,4,4,4,4,4,4,4,3,4,4,5,4,77,63.0,satisfied
15453,Male,Loyal Customer,51,Business travel,Eco,331,5,3,3,3,5,5,5,5,4,1,3,2,5,5,48,53.0,satisfied
110041,Male,Loyal Customer,60,Business travel,Business,2173,1,1,1,1,5,4,5,5,5,5,5,5,5,3,123,121.0,satisfied
31336,Female,Loyal Customer,60,Personal Travel,Eco,1062,5,4,5,4,5,4,5,1,1,5,1,3,1,3,0,2.0,satisfied
26619,Male,Loyal Customer,22,Business travel,Business,2735,2,2,2,2,4,4,4,4,3,4,5,2,2,4,0,1.0,satisfied
56008,Male,Loyal Customer,35,Business travel,Business,2475,5,5,5,5,4,4,4,5,5,4,4,4,5,4,40,64.0,satisfied
91681,Female,Loyal Customer,41,Business travel,Business,2421,4,4,4,4,2,4,4,5,5,5,5,4,5,5,0,0.0,satisfied
73105,Male,Loyal Customer,28,Business travel,Business,2174,2,1,2,2,5,5,5,5,5,4,5,3,5,5,0,0.0,satisfied
127564,Female,Loyal Customer,25,Business travel,Business,1670,5,5,5,5,5,5,5,5,3,2,4,4,4,5,0,0.0,satisfied
123395,Male,Loyal Customer,30,Business travel,Business,1337,5,5,5,5,3,4,3,3,5,4,5,4,5,3,0,0.0,satisfied
12417,Male,Loyal Customer,17,Personal Travel,Eco,190,5,5,5,1,3,5,3,3,3,3,4,5,4,3,0,2.0,satisfied
19987,Male,Loyal Customer,30,Business travel,Business,3710,1,1,5,1,4,4,4,4,5,2,5,2,2,4,46,44.0,satisfied
120996,Male,Loyal Customer,46,Business travel,Business,592,4,4,4,4,4,4,5,3,3,4,3,3,3,2,0,0.0,satisfied
13609,Male,Loyal Customer,35,Business travel,Eco Plus,106,5,4,4,4,5,5,5,5,2,1,5,4,4,5,130,121.0,satisfied
70807,Female,Loyal Customer,44,Business travel,Business,2454,4,4,4,4,2,4,4,2,2,2,2,5,2,5,0,0.0,satisfied
10663,Female,Loyal Customer,52,Business travel,Business,316,0,0,0,4,1,1,3,5,4,5,5,3,3,3,298,287.0,satisfied
30902,Male,Loyal Customer,38,Business travel,Eco,826,5,1,1,1,5,5,5,5,1,4,4,5,4,5,2,5.0,satisfied
4529,Female,disloyal Customer,23,Business travel,Business,677,5,5,5,1,1,5,1,1,3,4,5,3,4,1,0,0.0,satisfied
129757,Male,Loyal Customer,55,Business travel,Business,3091,1,1,1,1,2,1,4,5,5,5,5,2,5,1,0,0.0,satisfied
120291,Female,Loyal Customer,66,Personal Travel,Eco,1576,5,4,5,2,2,3,5,3,3,5,3,4,3,3,0,0.0,satisfied
25007,Female,disloyal Customer,51,Business travel,Eco Plus,484,5,5,5,3,1,5,1,1,3,4,5,3,3,1,0,0.0,satisfied
83398,Female,Loyal Customer,44,Business travel,Business,2093,1,1,1,1,5,4,4,3,3,4,3,3,3,3,0,7.0,satisfied
75412,Female,disloyal Customer,24,Business travel,Business,1092,5,5,5,2,5,5,1,5,5,5,5,4,4,5,0,0.0,satisfied
111927,Male,disloyal Customer,22,Business travel,Eco,472,4,4,4,4,5,4,5,5,3,5,5,5,5,5,4,2.0,satisfied
114792,Female,Loyal Customer,42,Business travel,Business,417,2,2,2,2,3,4,4,3,3,4,3,5,3,4,7,3.0,satisfied
100132,Male,Loyal Customer,51,Business travel,Business,2309,2,2,2,2,3,5,4,5,5,5,5,3,5,3,1,0.0,satisfied
58429,Female,Loyal Customer,41,Business travel,Eco,733,4,4,4,4,4,4,4,4,3,2,1,1,5,4,0,0.0,satisfied
83134,Male,Loyal Customer,68,Personal Travel,Eco,1086,5,2,5,4,4,5,4,4,4,4,4,3,4,4,0,0.0,satisfied
48993,Male,Loyal Customer,55,Business travel,Eco,199,5,3,3,3,5,5,5,5,1,4,3,4,5,5,40,40.0,satisfied
115319,Female,Loyal Customer,41,Business travel,Business,371,5,5,5,5,5,5,5,5,5,4,5,3,5,4,0,0.0,satisfied
54489,Male,Loyal Customer,50,Business travel,Eco,925,2,1,1,1,2,2,2,2,2,4,1,1,5,2,2,0.0,satisfied
20713,Female,disloyal Customer,24,Business travel,Eco,707,5,5,5,5,4,5,4,4,1,5,4,1,5,4,0,0.0,satisfied
72132,Female,Loyal Customer,33,Business travel,Business,3946,1,1,3,1,2,5,4,5,5,5,5,5,5,4,0,0.0,satisfied
75957,Female,Loyal Customer,55,Business travel,Business,297,2,5,2,2,5,5,4,5,5,5,5,3,5,3,0,0.0,satisfied
57979,Female,Loyal Customer,56,Business travel,Business,3860,3,3,3,3,2,5,4,5,5,5,5,3,5,4,0,0.0,satisfied
106978,Male,Loyal Customer,40,Business travel,Eco,537,5,3,3,3,5,4,5,5,3,4,1,1,1,5,0,0.0,satisfied
87089,Male,disloyal Customer,24,Business travel,Eco,194,5,0,5,2,5,5,5,5,3,1,3,1,5,5,0,0.0,satisfied
94333,Female,Loyal Customer,34,Business travel,Business,187,1,1,1,1,2,5,5,4,4,4,4,5,4,3,0,0.0,satisfied
41087,Male,Loyal Customer,32,Business travel,Business,3411,3,3,3,3,5,5,5,5,3,1,2,1,3,5,0,0.0,satisfied
65920,Male,Loyal Customer,38,Business travel,Eco,169,5,2,2,2,5,5,5,5,4,2,4,1,1,5,0,0.0,satisfied
102502,Male,Loyal Customer,59,Personal Travel,Eco,223,5,4,5,3,4,5,4,4,5,3,5,3,5,4,0,0.0,satisfied
120186,Male,Loyal Customer,42,Business travel,Business,1325,2,1,2,2,3,4,4,2,2,2,2,5,2,4,0,0.0,satisfied
59376,Male,Loyal Customer,36,Business travel,Eco,838,4,3,3,3,4,4,4,4,2,5,5,5,2,4,0,0.0,satisfied
62525,Male,Loyal Customer,39,Business travel,Business,1744,4,4,4,4,5,4,4,5,5,5,5,5,5,3,0,0.0,satisfied
121992,Male,Loyal Customer,61,Business travel,Business,2257,5,5,5,5,2,5,4,5,5,5,5,4,5,4,36,24.0,satisfied
26288,Male,Loyal Customer,28,Business travel,Business,3018,1,1,3,1,3,3,3,3,5,5,4,4,4,3,5,10.0,satisfied
16269,Male,Loyal Customer,44,Business travel,Business,2933,5,5,3,5,1,1,5,5,5,5,5,2,5,2,0,0.0,satisfied
60864,Female,Loyal Customer,36,Business travel,Business,1491,3,3,3,3,3,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
89043,Female,Loyal Customer,47,Business travel,Business,1947,2,2,5,2,3,3,5,4,4,4,4,5,4,5,5,0.0,satisfied
17373,Female,Loyal Customer,20,Business travel,Business,770,2,2,2,2,5,5,5,5,1,5,1,5,5,5,9,0.0,satisfied
112243,Male,Loyal Customer,43,Business travel,Business,1506,3,2,3,3,5,5,5,4,2,5,4,5,5,5,173,175.0,satisfied
78482,Male,Loyal Customer,51,Business travel,Business,1914,1,1,1,1,3,5,4,4,4,4,4,3,4,4,0,0.0,satisfied
52038,Female,Loyal Customer,47,Business travel,Eco Plus,328,5,1,1,1,1,5,5,5,5,5,5,3,5,5,0,0.0,satisfied
78455,Female,Loyal Customer,59,Business travel,Business,1896,4,4,4,4,5,5,4,4,4,4,4,4,4,4,0,0.0,satisfied
114676,Male,Loyal Customer,64,Business travel,Business,1995,2,2,2,2,4,4,5,5,5,5,5,3,5,4,37,36.0,satisfied
108312,Male,disloyal Customer,30,Business travel,Business,1325,5,5,5,3,4,5,4,4,4,2,4,5,4,4,4,0.0,satisfied
94207,Female,Loyal Customer,48,Business travel,Business,323,3,3,3,3,4,5,4,5,5,5,5,4,5,4,0,0.0,satisfied
52780,Female,Loyal Customer,29,Business travel,Business,1874,1,1,1,1,4,4,4,4,5,1,3,3,1,4,0,0.0,satisfied
24213,Female,disloyal Customer,25,Business travel,Eco,170,4,4,5,4,5,5,5,5,1,2,2,3,4,5,0,0.0,satisfied
35858,Male,Loyal Customer,75,Business travel,Business,3694,4,4,4,4,3,3,5,3,3,2,3,4,3,5,0,0.0,satisfied
21423,Male,Loyal Customer,49,Business travel,Eco,433,2,2,2,2,2,2,2,2,5,1,1,5,4,2,0,0.0,satisfied
115768,Female,disloyal Customer,50,Business travel,Business,480,5,5,5,4,1,5,1,1,4,4,5,4,4,1,20,2.0,satisfied
84402,Male,Loyal Customer,56,Business travel,Eco,206,2,4,4,4,2,2,2,2,2,4,3,2,1,2,4,0.0,satisfied
5,Female,Loyal Customer,49,Business travel,Business,3470,3,3,3,3,4,5,4,3,3,4,3,3,3,5,0,1.0,satisfied
17937,Female,Loyal Customer,35,Business travel,Eco,95,5,2,2,2,5,5,5,5,3,1,1,1,3,5,10,2.0,satisfied
57406,Female,Loyal Customer,58,Business travel,Business,455,5,5,5,5,5,4,4,3,3,4,3,5,3,3,64,62.0,satisfied
77144,Female,Loyal Customer,29,Business travel,Business,1865,3,3,5,3,4,4,4,4,4,3,4,5,4,4,9,0.0,satisfied
67734,Male,disloyal Customer,29,Business travel,Business,1235,4,4,4,4,4,4,2,4,3,5,4,3,4,4,0,5.0,satisfied
68125,Male,Loyal Customer,38,Personal Travel,Eco,813,0,1,0,4,5,0,2,5,4,2,3,2,4,5,0,1.0,satisfied
7767,Female,Loyal Customer,41,Business travel,Business,1611,4,4,4,4,2,5,5,4,4,4,4,3,4,5,0,4.0,satisfied
111975,Female,Loyal Customer,53,Business travel,Business,370,1,1,1,1,4,1,1,5,5,5,5,5,5,4,11,20.0,satisfied
36475,Male,Loyal Customer,32,Business travel,Business,1237,3,3,3,3,4,4,4,4,5,3,5,5,4,4,0,10.0,satisfied
89869,Female,Loyal Customer,41,Business travel,Business,3916,3,3,3,3,4,5,4,5,5,5,5,5,5,4,21,38.0,satisfied
124454,Female,Loyal Customer,40,Business travel,Business,3557,4,4,4,4,2,4,5,4,4,4,4,5,4,4,0,0.0,satisfied
16038,Female,Loyal Customer,35,Business travel,Eco Plus,853,4,4,4,4,4,5,4,4,3,4,4,2,5,4,0,10.0,satisfied
98497,Female,Loyal Customer,56,Business travel,Business,668,4,4,4,4,3,4,4,5,5,5,5,5,5,3,47,51.0,satisfied
57155,Male,disloyal Customer,26,Business travel,Business,946,5,5,5,3,4,5,1,4,4,2,3,5,5,4,0,0.0,satisfied
113626,Male,Loyal Customer,14,Personal Travel,Eco,197,4,1,4,4,1,4,1,1,2,1,3,4,4,1,54,63.0,satisfied
68565,Female,Loyal Customer,46,Business travel,Business,1616,4,4,5,4,5,3,5,5,5,5,5,5,5,4,7,0.0,satisfied
73920,Male,Loyal Customer,40,Business travel,Business,2330,2,2,5,2,2,4,4,4,4,4,4,4,4,3,0,0.0,satisfied
76490,Female,Loyal Customer,51,Business travel,Business,481,4,4,4,4,4,5,4,5,5,5,5,3,5,5,33,35.0,satisfied
127872,Female,Loyal Customer,30,Business travel,Business,3959,3,3,3,3,5,5,5,5,3,3,4,5,4,5,0,0.0,satisfied
107090,Female,Loyal Customer,21,Business travel,Business,745,3,3,3,3,5,5,5,5,5,3,5,5,4,5,0,0.0,satisfied
106816,Female,Loyal Customer,32,Business travel,Business,1488,5,5,5,5,4,4,4,4,5,3,4,3,5,4,35,39.0,satisfied
124908,Female,Loyal Customer,51,Business travel,Business,1748,2,2,2,2,4,5,4,5,5,5,5,3,5,3,0,25.0,satisfied
85905,Male,Loyal Customer,59,Business travel,Business,761,4,4,4,4,4,4,5,4,4,5,4,3,4,4,0,0.0,satisfied
26493,Male,Loyal Customer,28,Business travel,Business,837,5,5,5,5,5,5,5,5,1,1,2,4,4,5,0,0.0,satisfied
11677,Male,Loyal Customer,46,Business travel,Business,2182,0,4,0,2,4,4,5,4,4,4,4,3,4,3,0,0.0,satisfied
90046,Male,Loyal Customer,42,Business travel,Business,957,3,3,3,3,3,4,4,4,4,4,4,5,4,4,92,88.0,satisfied
16518,Male,Loyal Customer,34,Business travel,Eco Plus,246,3,5,5,5,3,4,3,3,1,4,3,2,1,3,0,0.0,satisfied
106248,Female,Loyal Customer,22,Business travel,Business,3620,3,3,3,3,2,2,2,2,5,3,3,2,1,2,0,0.0,satisfied
73679,Male,Loyal Customer,25,Business travel,Business,2839,4,4,5,4,3,4,5,3,5,2,4,4,4,3,0,0.0,satisfied
93243,Male,disloyal Customer,28,Business travel,Business,689,4,5,5,1,3,5,3,3,3,5,5,5,4,3,4,2.0,satisfied
14900,Female,Loyal Customer,23,Business travel,Business,315,1,1,1,1,4,4,4,4,2,3,4,4,4,4,28,67.0,satisfied
67963,Male,Loyal Customer,42,Business travel,Business,1438,1,1,5,1,4,4,4,4,4,4,4,5,4,5,8,26.0,satisfied
72363,Male,Loyal Customer,47,Business travel,Business,985,2,2,2,2,4,4,5,5,5,5,5,5,5,5,0,12.0,satisfied
79918,Male,Loyal Customer,37,Business travel,Business,1069,5,5,5,5,5,5,5,4,4,4,4,4,4,3,0,0.0,satisfied
81098,Female,Loyal Customer,50,Business travel,Business,591,4,4,4,4,2,5,4,4,4,4,4,3,4,4,0,0.0,satisfied
128268,Female,disloyal Customer,25,Business travel,Business,621,4,0,4,3,3,4,3,3,4,2,4,5,4,3,0,0.0,satisfied
122877,Male,Loyal Customer,47,Personal Travel,Eco,226,5,5,5,4,5,5,5,5,4,4,4,3,5,5,0,0.0,satisfied
113287,Female,Loyal Customer,38,Business travel,Business,386,2,2,2,2,2,4,4,5,5,5,5,3,5,4,9,9.0,satisfied
75889,Female,Loyal Customer,25,Business travel,Business,2610,5,5,5,5,4,4,4,4,4,5,5,4,4,4,5,12.0,satisfied
9144,Female,Loyal Customer,57,Business travel,Business,227,5,5,5,5,5,5,4,5,5,5,5,5,5,3,0,0.0,satisfied
61439,Male,Loyal Customer,55,Business travel,Business,2253,4,4,4,4,4,3,4,4,4,5,4,4,4,4,3,0.0,satisfied
117725,Male,Loyal Customer,44,Business travel,Business,833,2,2,2,2,3,5,4,4,4,4,4,3,4,4,15,1.0,satisfied
77218,Female,Loyal Customer,47,Business travel,Business,1590,5,5,5,5,3,5,4,4,4,4,4,5,4,3,0,0.0,satisfied
523,Female,Loyal Customer,48,Business travel,Business,3418,3,3,3,3,4,4,5,3,3,4,4,5,3,3,0,1.0,satisfied
6562,Female,Loyal Customer,59,Business travel,Business,3795,1,1,3,1,3,4,4,4,4,4,4,5,4,3,9,0.0,satisfied
56011,Male,Loyal Customer,49,Business travel,Business,2586,5,5,5,5,5,5,5,4,5,5,4,5,3,5,60,51.0,satisfied
60742,Female,Loyal Customer,27,Business travel,Business,628,2,2,2,2,4,4,4,4,5,3,4,5,5,4,46,51.0,satisfied
114423,Female,Loyal Customer,43,Business travel,Business,2203,5,5,5,5,3,5,5,4,4,4,4,5,4,3,0,1.0,satisfied
36008,Male,Loyal Customer,47,Business travel,Business,2576,1,1,4,1,3,3,4,5,5,5,5,4,5,2,14,48.0,satisfied
4679,Male,Loyal Customer,31,Business travel,Business,364,3,4,3,3,5,5,5,5,5,2,1,3,4,5,0,0.0,satisfied
107400,Female,Loyal Customer,57,Business travel,Business,725,1,1,1,1,4,4,4,2,2,2,2,3,2,3,17,9.0,satisfied
92370,Male,Loyal Customer,51,Business travel,Business,1892,2,2,2,2,5,3,5,3,3,3,3,3,3,4,0,0.0,satisfied
65220,Female,Loyal Customer,56,Business travel,Business,224,4,4,4,4,5,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
56906,Female,Loyal Customer,72,Business travel,Business,2454,3,3,3,3,5,5,5,4,2,3,4,5,3,5,21,89.0,satisfied
91276,Female,Loyal Customer,48,Business travel,Business,240,1,1,1,1,4,5,4,5,5,5,5,3,5,5,0,0.0,satisfied
48323,Female,Loyal Customer,48,Business travel,Eco Plus,1203,4,3,5,5,2,1,2,4,4,4,4,4,4,5,0,0.0,satisfied
112880,Male,Loyal Customer,54,Business travel,Business,1164,5,5,4,5,4,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
83448,Male,disloyal Customer,25,Business travel,Business,946,4,2,4,2,3,4,3,3,5,4,5,3,5,3,0,0.0,satisfied
14281,Female,Loyal Customer,53,Business travel,Business,395,3,3,3,3,3,2,3,3,3,3,3,5,3,3,63,93.0,satisfied
42007,Female,Loyal Customer,55,Business travel,Eco,106,5,3,3,3,2,3,4,5,5,5,5,5,5,3,0,4.0,satisfied
58262,Female,Loyal Customer,48,Business travel,Business,2072,1,1,1,1,2,5,4,5,5,5,5,3,5,4,95,77.0,satisfied
7854,Female,Loyal Customer,46,Business travel,Business,1005,5,5,5,5,4,4,5,4,4,4,4,5,4,4,0,0.0,satisfied
110623,Female,Loyal Customer,58,Business travel,Business,3203,4,4,4,4,4,5,5,4,4,4,4,3,4,4,1,0.0,satisfied
16530,Female,Loyal Customer,42,Business travel,Eco,209,5,4,4,4,4,4,2,5,5,5,5,4,5,3,75,77.0,satisfied
103855,Female,Loyal Customer,23,Business travel,Eco,482,4,1,1,1,4,4,3,4,1,2,1,1,4,4,7,0.0,satisfied
119856,Male,Loyal Customer,33,Business travel,Business,1530,4,4,4,4,2,2,2,2,4,1,1,5,4,2,0,0.0,satisfied
31415,Male,Loyal Customer,39,Business travel,Eco,1703,5,2,2,2,5,5,5,5,3,1,5,3,3,5,0,0.0,satisfied
115434,Male,Loyal Customer,52,Business travel,Business,1718,2,2,2,2,3,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
129051,Male,Loyal Customer,44,Business travel,Business,1846,4,2,4,4,3,4,4,5,5,5,5,4,5,5,0,0.0,satisfied
58687,Male,Loyal Customer,51,Business travel,Business,299,5,5,5,5,5,4,4,5,5,5,5,3,5,4,14,2.0,satisfied
93545,Male,disloyal Customer,24,Business travel,Business,585,0,4,0,3,2,0,2,2,3,3,5,5,4,2,0,0.0,satisfied
121346,Female,Loyal Customer,25,Business travel,Business,2130,5,5,5,5,4,3,3,5,3,5,5,3,4,3,150,120.0,satisfied
98200,Male,Loyal Customer,64,Personal Travel,Eco,327,5,0,3,3,5,3,4,5,5,4,5,4,4,5,0,0.0,satisfied
24315,Male,Loyal Customer,50,Business travel,Business,1048,5,5,5,5,5,4,4,4,4,4,4,4,4,4,0,0.0,satisfied
24234,Male,Loyal Customer,59,Business travel,Business,302,3,3,3,3,5,1,2,4,4,4,4,3,4,2,0,0.0,satisfied
43098,Male,Loyal Customer,20,Personal Travel,Eco,173,5,5,5,5,3,5,2,3,5,2,4,3,4,3,0,0.0,satisfied
22083,Male,Loyal Customer,25,Business travel,Business,782,3,3,3,3,4,4,4,4,4,4,3,4,4,4,116,110.0,satisfied
49572,Male,Loyal Customer,48,Business travel,Eco,308,4,2,4,2,3,4,3,3,3,5,5,3,1,3,0,0.0,satisfied
42436,Male,Loyal Customer,20,Personal Travel,Eco,1119,4,4,4,3,1,4,1,1,5,4,5,4,5,1,0,2.0,satisfied
119017,Female,Loyal Customer,14,Personal Travel,Business,1460,5,5,5,1,4,5,4,4,5,2,5,4,5,4,0,19.0,satisfied
47892,Male,Loyal Customer,52,Business travel,Eco,451,4,1,1,1,4,4,4,4,3,4,4,1,5,4,0,0.0,satisfied
115290,Female,Loyal Customer,51,Business travel,Business,337,0,0,0,3,3,4,4,4,4,5,5,5,4,3,0,0.0,satisfied
118518,Male,Loyal Customer,57,Business travel,Business,3218,1,2,1,1,3,4,4,4,4,4,4,4,4,4,37,44.0,satisfied
26154,Female,Loyal Customer,49,Business travel,Business,2103,5,5,5,5,1,5,2,5,5,5,5,3,5,1,17,8.0,satisfied
21609,Male,disloyal Customer,21,Business travel,Eco,853,4,4,4,3,1,4,1,1,5,5,2,5,5,1,3,0.0,satisfied
74097,Female,Loyal Customer,44,Business travel,Business,3159,2,2,2,2,2,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
40788,Female,Loyal Customer,43,Business travel,Eco,584,4,1,1,1,3,2,5,4,4,4,4,4,4,2,0,0.0,satisfied
97310,Female,Loyal Customer,27,Business travel,Business,3975,2,2,2,2,4,4,4,4,5,5,5,3,5,4,7,1.0,satisfied
51325,Female,Loyal Customer,28,Business travel,Eco Plus,109,5,3,3,3,5,5,5,5,2,2,1,1,3,5,0,0.0,satisfied
13657,Male,disloyal Customer,23,Business travel,Eco,462,5,0,5,1,3,5,3,3,2,4,5,4,2,3,30,16.0,satisfied
12635,Female,Loyal Customer,40,Business travel,Business,844,5,5,5,5,4,5,3,3,3,4,3,1,3,3,4,0.0,satisfied
124075,Male,Loyal Customer,43,Business travel,Business,328,5,5,5,5,4,5,5,4,4,4,4,5,4,3,0,0.0,satisfied
72051,Male,Loyal Customer,43,Business travel,Business,2615,2,2,2,2,4,5,4,4,4,4,4,3,4,3,0,0.0,satisfied
105417,Female,Loyal Customer,58,Business travel,Business,3160,2,2,2,2,3,5,4,4,4,4,4,5,4,3,14,4.0,satisfied
99486,Male,Loyal Customer,34,Personal Travel,Eco,283,4,5,4,2,4,4,4,4,5,4,5,3,4,4,20,16.0,satisfied
102663,Male,Loyal Customer,43,Business travel,Business,255,3,3,3,3,2,4,4,5,5,5,5,3,5,3,4,0.0,satisfied
44306,Female,Loyal Customer,38,Business travel,Business,1428,3,1,3,3,3,2,2,4,4,5,4,3,4,4,0,5.0,satisfied
122827,Male,Loyal Customer,37,Business travel,Business,599,2,2,1,2,2,5,5,5,5,5,5,3,5,3,0,0.0,satisfied
55300,Female,Loyal Customer,51,Business travel,Business,2072,3,3,3,3,5,4,4,2,2,2,2,5,2,5,0,0.0,satisfied
114728,Female,Loyal Customer,36,Business travel,Business,373,2,2,2,2,2,5,4,5,5,4,5,5,5,3,14,11.0,satisfied
5886,Male,Loyal Customer,45,Business travel,Business,2628,4,4,4,4,2,4,5,5,5,5,5,3,5,4,15,17.0,satisfied
108633,Female,Loyal Customer,57,Personal Travel,Eco,1547,0,4,0,1,3,4,4,1,1,0,1,4,1,3,3,3.0,satisfied
103580,Female,Loyal Customer,57,Business travel,Business,3590,5,5,5,5,4,5,5,4,4,4,4,4,4,3,68,67.0,satisfied
29760,Female,Loyal Customer,53,Business travel,Business,3058,3,3,3,3,4,4,4,3,3,3,3,4,3,5,0,0.0,satisfied
114776,Male,Loyal Customer,30,Business travel,Business,390,4,4,4,4,5,5,5,5,5,2,5,4,5,5,10,11.0,satisfied
109015,Female,Loyal Customer,42,Business travel,Business,1516,5,5,5,5,5,5,5,4,4,5,4,3,4,5,0,0.0,satisfied
34927,Male,Loyal Customer,38,Business travel,Business,1581,4,4,4,4,5,5,5,3,3,3,3,2,3,1,11,11.0,satisfied
189,Female,Loyal Customer,42,Business travel,Business,2888,0,0,0,2,5,4,5,3,3,3,3,5,3,4,0,0.0,satisfied
111169,Male,Loyal Customer,52,Business travel,Business,1447,4,4,4,4,5,4,4,4,4,4,4,3,4,5,0,0.0,satisfied
90628,Male,Loyal Customer,42,Business travel,Business,3228,3,3,3,3,2,4,5,4,4,4,4,5,4,3,0,0.0,satisfied
88515,Female,Loyal Customer,23,Personal Travel,Eco,250,0,5,0,2,2,0,2,2,2,5,4,4,1,2,70,72.0,satisfied
26608,Female,Loyal Customer,46,Business travel,Business,3601,5,5,5,5,4,2,5,4,4,5,4,1,4,1,2,0.0,satisfied
91607,Female,disloyal Customer,50,Business travel,Business,1184,5,5,5,1,4,5,1,4,5,4,5,3,4,4,0,0.0,satisfied
47996,Male,Loyal Customer,45,Business travel,Eco Plus,817,4,4,4,4,4,4,4,4,4,2,4,4,3,4,0,0.0,satisfied
39807,Female,Loyal Customer,33,Business travel,Business,2929,3,3,3,3,5,4,5,5,5,5,5,4,5,2,0,4.0,satisfied
84313,Male,Loyal Customer,32,Business travel,Business,2730,5,5,5,5,4,4,4,4,4,2,4,4,5,4,1,0.0,satisfied
34331,Female,Loyal Customer,28,Business travel,Eco,846,4,3,3,3,4,4,4,3,1,1,4,4,5,4,182,174.0,satisfied
56007,Male,Loyal Customer,27,Business travel,Business,2586,2,2,2,2,2,2,2,3,3,4,5,2,4,2,0,0.0,satisfied
32337,Female,Loyal Customer,33,Business travel,Business,163,5,5,5,5,3,1,4,4,4,4,3,5,4,1,0,4.0,satisfied
116721,Female,Loyal Customer,56,Business travel,Eco Plus,372,5,1,1,1,1,5,3,5,5,5,5,5,5,3,4,0.0,satisfied
88872,Male,Loyal Customer,20,Business travel,Business,859,3,3,3,3,5,5,5,5,3,5,5,4,5,5,5,1.0,satisfied
